Company,Job Title,Job Category,Job Location,Education,Discipline,Required Skills,Desired Skills,Years of Experience
Facebook,Data Scientist Manager;SBG,life physical and social science,Menlo Park CA,MS,Computer Science;Engineering discipline;Applied Mathematics;Economics;Political Methodology,R;Python;Julia;SQL;Hive;Hadoop;Spark,machine learning,6
Facebook,Data Scientist;Analytics - Ads Manager,life physical and social science,Seattle WA,MS,Computer Science;Physics;Engineering discipline;Applied Mathematics,R;Python;Julia;SQL;Hive;Hadoop;Spark,machine learning,8
Facebook,Data Scientist - Marketing;Blockchain,life physical and social science,Menlo Park CA,MS;PhD,Computer Science;Engineering discipline;Applied Mathematics;Economics;Political Methodology,R;Matlab;SPSS;SAS;Stata;SQL;Hadoop;Hive;MySQL;Oracle;Vertica,statistics,2
Facebook,Data Scientist;Infrastructure Strategy Intern,Computer;Internet,Seattle WA 98101 (Downtown area),MS;PhD,Computer Science;Physics;Engineering discipline;Applied Mathematics,Python;R;Presto;Hive;Spark SQL;Stan;JAGS,statistics,2
Ford,Machine Learning Data Scientist - Product Analytics,Technical Solutions,Dearborn MI,MS;PhD,Computer Science;Computer Engineering;Economics;Applied Mathematics;Physics ,Python;R;Java;C;C++;SQL;Spark;Hadoop,Communication Skills,2
Ford,Data Scientist,Technical Solutions,Dearborn MI,MS,Computer Science,SciKit;SparkML;Linux;Unix;Hadoop;distributed cluster computing,data management;data analytics;Testing,3
Ford,Marketing Data Scientist ‚Äì Intelligent Customer Interactions,Computer;Internet,Dearborn MI,MS,Management Information Systems,Python;R;Spark;PySpark;Hive;Scala;SQL;Spark;Hive;HQL,business management,1
Google,MBA Intern;Korean English Bilingual,Business Strategy,Seoul South Korea,BS;MBA,Computer Engineering;Business,distribution channels;mobile technology;analytical skills;critical thinking,Any,3
Google,Linguist;Natural Language Understanding;Machine Intelligence,IT and Data Management,Zürich Switzerland,PhD,Linguistics;Computational Linguistics,Python;C++;morphology;phonetics;analytical skills;communication skills;documentation,NLU;problem solving,2
Google,Google Cloud Customer Engineer Manager;Financial Services,Finance,New York NY United States,MBA,Finance;Business;Marketing,G Suite;Google Cloud Platform;Technical experience;cloud computing,Analytical skills;communication skills;management;problem solving,8
Google,Associate Legal Counsel;Commercial;Mobile,Legal and Government Relations,London United Kingdom,BA;BS;LLB,Engineering discipline;Business;Law,agreement;commercial;IP;IT law,Advising clients;English law;European law,10
Google,Associate Legal Counsel,Legal and Government Relations,Hamburg Germany,BA;BS;LLB,Engineering discipline;Business;Law,agreement;commercial;IP;IT law,Advising clients;English law;European law,10
Google,Product;Commercial Counsel;EMEA;Display;Analytics and Syndication,Legal and Government Relations,London United Kingdom,BA;BS;LLB,Engineering discipline;Business;Law,agreement;commercial;IP;IT law,Advising clients;English law;European law,10
Google,Business Intern 2018;Argentina,Finance,Buenos Aires Argentina,MBA,Finance;Business;Marketing,G Suite;Google Cloud Platform;Technical experience;cloud computing,Analytical skills;communication skills;management;problem solving,8
Google,Legal Specialist Team Lead;Online Operations,Legal and Government Relations,Austin TX United States,BA;BS;LLB,Engineering discipline;Business;Law,agreement;commercial;IP;IT law,Advising clients;English law;European law,10
Google,Supplier Development Engineer;SDE;Cable;Connector,Manufacturing and Supply Chain,Shanghai China,BA;BS,Industrial Engineering,Statistics tools;Data Analytics;manufacturing;cable connector;moldling;stamping;die casting;supply chain,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,7
Google,Developer Advocate;Partner Engineering,Developer Relations,Mountain View CA United States,BA;BS,Computer Science,architect;technology advocate;CTO;web;mobile technologies;communication skills,Android;iOS;web engineering;UI devolopment;Operational analysis,1
Google,Supplier Development Engineer;Camera;Consumer Hardware,Hardware Engineering,Mountain View CA United States,BA;BS,Mechanical Engineering,integration;project management;data handling;documentation;organization skills;innovation;integrity,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,10
Google,Manufacturing Business Manager;Google Hardware,Manufacturing and Supply Chain,Xinyi District Taiwan,BA;BS,Industrial Engineering,Statistics tools;Data Analytics;manufacturing;cable connector;moldling;stamping;die casting;supply chain,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,5
Google,Manufacturing Test Engineer,Hardware Engineering,South San Francisco CA United States,BA;BS,Mechanical Engineering ,integration;project management;data handling;documentation;organization skills;innovation;integrity,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,0
Google,Software Engineering Manager;Cloud Storage;Site Reliability Engineering,Software Engineering,Dublin Ireland,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,0
Google,Global Supply Chain Manager;Display;Touch;Consumer Hardware,Hardware Engineering,Xinyi District Taiwan,BA;BS,Mechanical Engineering ,integration;project management;data handling;documentation;organization skills;innovation;integrity,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,6
Google,Software Engineer Manager;Tools and Infrastructure,Software Engineering,London United Kingdom,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,0
Google,Program Manager;Supply Chain Data Management,Data Center and Network,Sunnyvale CA United States,BA;BS,Business,work independently;organizational skills;communication skills;management skills,Confidentiality;Operations Analysis;Onboarding resources;Product promotions,0
Google,Chief of Staff;Google Hardware,Business Strategy,Mountain View CA United States,BA;BS,Business,Team management;communication skills;Documentation;Management skills;Technical Expertise,Confidentiality;security;communication skills;problem solving,12
Google,Global Supply Chain Manager;Cable and Connector;Consumer Hardware,Manufacturing and Supply Chain,Shanghai China,BA;BS,Electrical Engineering;Mechanical Engineering,supply chain management;cable connector;ramp readiness engineering;communication skills;negotiation ,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,3
Google,Software Engineer,Software Engineering,Irvine CA United States,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,0
Google,Graphics Software Engineer;Robotics Simulation;Google Cloud Platform,Software Engineering,München Germany,BA;BS,Computer Science;Robotics,optimized code;robotics;shipping high quality game titles,Designing;communication skills;Technical Expertise;Deployment;Documentation;Operational analysis;Knowledge on tools;Build Software Platforms,0
Google,Technical Writer;University Graduate,Technical Writing,Kirkland WA United States,BA;BS,Computer Science,management;HTML;CSS;UNIX;presentation skills,Technical Documentation;Technical Expertise;proofreading;Designing,0
Google,Technical Program Manager;Cloud Infrastructure Planning and Resource Management,Technical Infrastructure,Sunnyvale CA United States,BA;BS,Computer Science,cloud abstraction tools;Terraform;Spinnaker;Unix;Linux;HPC grids;Gluster;Ceph,Financing;Requirements gathering;Technical Expertise;deployment;operational analysis;automation,2
Google,Product Operations Program Manager;Consumer Hardware,Manufacturing and Supply Chain,Shanghai China,BA;BS,MBA,consultation;OEMs;CMs;ODMs;documentation;analytical skills;problem solving,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,5
Google,Engineering Manager;Consumer Hardware,Hardware Engineering,Xinyi District Taiwan,BA;BS,Electrical Engineering;Mechanical Engineering,SoC architecture;PCIe;MIPI;USB;IC;JTAG;Xilinx Vivado;Incisive;VCS;Design Compiler;Synplify;Verdi;SimVision,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,12
Google,Software Engineer;Performance Modeling,Software Engineering,Xinyi District Taiwan,MS,Computer Science;Electrical Engineering,ARM;SoC architecture;AMBA protocols;RTL;IP modeling,Designing;Technical Expertise;Deployment;Documentation;Operational analysis;Knowledge on tools,3
Google,Software Engineer;Android Applications;Verily Life Sciences Cambridge,Software Engineering,Cambridge MA United States,BA;BS,Computer Science;Information Technology,AJAX;HTML;CSS;JavaScript;GWT;XUL;Flex;AJAX;XAML;user interface design,Contract Management;analysis;designing;support;interpersonal skills;communication skills;analytical skills;Technical Expertise,0
Google,Developer Advocate;Cloud Platform,Developer Relations,London United Kingdom,BA;BS,Software Engineering,architect;technology advocate;CTO;web;mobile technologies;communication skills;cloud platforms,Designing;Technical Expertise;Deployment;Documentation;Operational analysis;communication skills,0
Google,Front End Software Engineer,Software Engineering,Pittsburgh PA United States,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,1
Google,Software Engineer;Image Processing;Consumer Hardware,Software Engineering,Xinyi District Taiwan,BA;BS,Computer Science;Electrical Engineering,Python;Verilog;Bash;Vivado;Catapult;Stratus;RTL;power optimization;C;C++,Designing;communication skills;Testing;Technical Expertise;Deployment;Documentation;Operational analysis;Knowledge on tools,5
Google,Analog & CAD Automation Engineer,Hardware Engineering,Mountain View CA United States,BA;BS,Computer Science;Electrical Engineering;Mechanical Engineering;Computer Engineering,license management;deployment;automation;EDA,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,3
Google,Cloud Integration Software Engineer;Robotics Simulation;Google Cloud Platform,Software Engineering,München Germany,BA;BS,Computer Science;Robotics,optimized code;robotics;shipping high quality game titles,Designing;communication skills;Technical Expertise;Deployment;Documentation;Operational analysis;Knowledge on tools;Build Software Platforms,0
Google,Technical Writer;University Graduate,Technical Writing,San Francisco CA United States,BA;BS,Computer Science,management;HTML;CSS;UNIX;presentation skills,Technical Documentation;Technical Expertise;proofreading;Designing,0
Google,FPGA Design;Prototyping Engineer,Hardware Engineering,Mountain View CA United States,BA;BS,Electrical Engineering;Mechanical Engineering,SoC architecture;PCIe;MIPI;USB;IC;JTAG;Xilinx Vivado;Incisive;VCS;Design Compiler;Synplify;Verdi;SimVision,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,1
Google,Analog;Mixed Signal IC Design Engineer;Verily Life Sciences South San Francisco,Hardware Engineering,South San Francisco CA United States,BA;BS,Electrical Engineering;Mechanical Engineering,SoC architecture;PCIe;MIPI;USB;IC;JTAG;Xilinx Vivado;Incisive;VCS;Design Compiler;Synplify;Verdi;SimVision,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,2
Google,ASIC Physical Design Engineering Tech Lead & Manager,Hardware Engineering,Mountain View CA United States,BA;BS,Business,Spyglass;DRC tools;Calibre;DFT Compiler;Tessent;Electrical Analysis;Redhawk;Voltus,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,0
Google,Software Engineer;Android Applications;Verily Life Sciences South San Francisco,Software Engineering,South San Francisco CA United States,BA;BS,Computer Science;Information Technology,AJAX;HTML;CSS;JavaScript;GWT;XUL;Flex;AJAX;XAML;user interface design,Contract Management;analysis;designing;support;interpersonal skills;communication skills;analytical skills;Technical Expertise,1
Google,Global Supply Chain and Sourcing Manager;CPUs;Consumer Hardware,Manufacturing and Supply Chain,Mountain View CA United States,BA;BS,Industrial Engineering;Mechanical Engineering,supply chain;partnerships,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,8
Google,Cell Design and Process Engineer,Hardware Engineering,Mountain View CA United States,MS,Industrial Engineering;Mechanical Engineering,designing;testing;Si anode;Li metal;fabrication;electrode formulations;Li ion cell process,Industry tools;Industrial Designing;Manufacturing;Supply chain Financing;Technical Expertise,0
Google,Global Supply Chain Manager;Audio;Consumer Hardware,Manufacturing and Supply Chain,Shanghai China,BA;BS,Electrical Engineering;Mechanical Engineering,supply chain management;cable connector;ramp readiness engineering;communication skills;negotiation ,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,3
Google,Software Engineer;Virtual Prototyping,Software Engineering,Xinyi District Taiwan,MS,Computer Science;Electrical Engineering,ARM;SoC architecture;AMBA protocols;RTL;IP modeling,Designing;Technical Expertise;Deployment;Documentation;Operational analysis;Knowledge on tools,3
Google,Hardware System Engineer;System on a Chip,Hardware Engineering,Mountain View CA United States,BA;BS,Computer Engineering;Electrical Engineering,analog design;sensor design;Cadence;Allegro;RF technologies;debugging;data acquisition,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,6
Google,Supplier Development Engineer;Sensor Module,Hardware Engineering,Shanghai China,BA;BS,Electrical Engineering;Electronic Engineering,EMC troubleshooting;manufacturing;program management,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,7
Google,Systems Administrator;Windows,Technical Infrastructure,Sunnyvale CA United States,BA;BS,Business,Linux;Windows;troubleshooting;PerfMon;Dumpcap;virtualization,Requirements gathering;Team Management;Operations Analysis;Planning;Execution,0
Google,Global Supply Chain Manager;Keyboard and Trackpad;Consumer Hardware,Manufacturing and Supply Chain,Shanghai China,BA;BS,Electrical Engineering;Mechanical Engineering,supply chain management;cable connector;ramp readiness engineering;communication skills;negotiation ,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,3
Google,Manufacturing Engineer;Verily Life Sciences South San Francisco,Hardware Engineering,South San Francisco CA United States,BA;BS,Mechanical Engineering ,integration;project management;data handling;documentation;organization skills;innovation;integrity,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,2
Google,Technical Writer;University Graduate,Technical Writing,New York NY United States,BA;BS,Computer Science,management;HTML;CSS;UNIX;presentation skills,Technical Documentation;Technical Expertise;proofreading;Designing,0
Google,Silicon Design Monitoring Engineer,Hardware Engineering,Mountain View CA United States,BA;BS,Computer Science,silicon design;Unix;Linux,Design;Deployment;technical Expertise;Financing,0
Google,Software Engineer;Site Reliability Engineering,Technical Infrastructure,Sydney Australia,BA;BS,Computer Science,cloud abstraction tools;Terraform;Spinnaker;Unix;Linux;HPC grids;Gluster;Ceph,Financing;Requirements gathering;Technical Expertise;deployment;operational analysis;automation,3
Google,Software Asset Management Vendor Manager,Technical Infrastructure,Mountain View CA United States,BA;BS,Computer Science;Information Technology,CISA;CISM;ITIL;MCP;MCSE;CAMP;CSAM;CITAM;analytical skills;organizational skills,Financing;Requirements gathering;Technical Expertise;deployment;operational analysis;automation,3
Google,Linguist;Natural Language Understanding;Machine Intelligence,IT and Data Management,Zürich Switzerland,PhD,Business,NLP;Python;C++;designing;problem solving;analytical skills;communication skills;documentation,Requirements gathering;Team Management;Operations Analysis;Onboarding resources,0
Google,New Product Quality Manager;Consumer Hardware,Hardware Engineering,Mountain View CA United States,BA;BS,Mechanical Engineering ,integration;project management;data handling;documentation;organization skills;innovation;integrity,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,15
Google,Global Supply Chain Manager;Power;Consumer Hardware,Manufacturing and Supply Chain,Shanghai China,BA;BS,Electrical Engineering;Mechanical Engineering,supply chain management;cable connector;ramp readiness engineering;communication skills;negotiation ,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,3
Google,Developer Advocate;Partner Engineering,Developer Relations,London United Kingdom,BA;BS,Computer Science,architect;technology advocate;CTO;web;mobile technologies;communication skills,Android;iOS;web engineering;UI devolopment;Operational analysis,0
Google,Systems Architect Hardware Engineer;Home,Hardware Engineering,Mountain View CA United States,BA;BS,Electrical Engineering,chip architectures;CPU;GPU;DSP;bus fabrics;problem solving,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,7
Google,Developer Advocate;Web,Developer Relations,London United Kingdom,BA;BS,Computer Science;Information Technology,architect;technology advocate;CTO;web;mobile technologies;communication skills;blogging,Android;iOS;web engineering;UI devolopment;Operational analysis,0
Google,Global Sourcing and Supply Manager;Camera;Consumer Hardware,Manufacturing and Supply Chain,Shanghai China,BA;BS,Business,Commodity Management;Supply Chain Management;Finance;Legal;communication skills;interpersonal skills,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,8
Google,Supplier Development Engineer;Sensor Module,Hardware Engineering,Taipei Taiwan,BA;BS,Electrical Engineering;Electronic Engineering,EMC troubleshooting;manufacturing;program management,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,7
Google,Application Engineer;Legal,Software Engineering,New York NY United States,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,0
Google,IC Test Engineer;Verily Life Sciences South San Francisco,Hardware Engineering,South San Francisco CA United States,BA;BS,Industrial Engineering;Mechanical Engineering,painting;plating;PVD;anodizing;polishing;lapping;sandblasting;press fits,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,1
Google,Corporate Operations Engineer;IT Support;EPM,IT and Data Management,Dublin Ireland,BA;BS,Business;Information Technology,analytical skills;SOX;support;management;security;problem solving;communication skills;leadership skills,Requirements gathering;Team Management;Operations Analysis,0
Google,Software Engineering Manager,Software Engineering,Shanghai China,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,3
Google,Software Engineer;Verily Life Sciences South San Francisco,Software Engineering,South San Francisco CA United States,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,2
Google,Technical Program Manager;Data Center Design,Data Center and Network,New York NY United States,BA;BS,Computer Science;Information Technology,Architecture;Construction Management;data analytics;work independently;organizational skills;communication skills;management skills,Technical Expertise;Strategy thinking;Team management;Global Campaign Operations,10
Google,Network Implementation Engineer;Corporate Network,Network Engineering,Sydney Australia,BA;BS,Computer Science,Juniper;Cisco;architectural skills;Network automation;SDN;NFV;Linux networking;WLANs;network design,Technical Expertise;Deployments;Strategy thinking;communication skills;Team management;Global Campaign Operations,0
Google,Corporate Operations Engineer;Finance IT Support,IT and Data Management,Sunnyvale CA United States,BA;BS,Industrial Engineering,analytical skills;SOX;support;management;security;problem solving;communication skills;leadership skills,Architechture;Operational analysis;tools;confidentiality,2
Google,Software Engineer;English,Software Engineering,MG Brazil,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,0
Google,Software Engineer,Software Engineering,Pittsburgh PA United States,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,0
Google,Technical Writer;University Graduate,Technical Writing,Mountain View CA United States,BA;BS,Computer Science;Information Technology,management;HTML;CSS;UNIX;presentation skills,Technical Documentation;Technical Expertise;proofreading;Designing,0
Google,Physical Design;Implementation Engineer;ASIC,Hardware Engineering,Mountain View CA United States,BA;BS,Electrical Engineering,chip architectures;CPU;GPU;DSP;bus fabrics;problem solving,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,0
Google,Strategic Negotiator;Data Center,Technical Infrastructure,London United Kingdom,BA;BS,Business,Linux;Windows;troubleshooting;PerfMon;Dumpcap;virtualization,Requirements gathering;Team Management;Operations Analysis;Planning;Execution,0
Google,Software Engineer;Tools and Infrastructure,Software Engineering,Sydney Australia,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,3
Google,Global Supply Chain Manager;Packaging,Manufacturing and Supply Chain,Mountain View CA United States,BA;BS,Packaging Engineering;Mechanical Engineering,supply chain management;cable connector;communication skills;negotiation,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,5
Google,Technical Program Manager;Site Reliability Engineering,Technical Infrastructure,Kirkland WA United States,BA;BS,Computer Science;Information Technology,CISA;CISM;ITIL;MCP;MCSE;CAMP;CSAM;CITAM;analytical skills;organizational skills,Financing;Requirements gathering;Technical Expertise;deployment;operational analysis;automation,2
Google,Cloud DevOps and Infrastructure Engineer for Silicon Design,Technical Infrastructure,Mountain View CA United States,BA;BS,Computer Science,cloud abstraction tools;Terraform;Spinnaker;Unix;Linux;HPC grids;Gluster;Ceph,Financing;Requirements gathering;Technical Expertise;deployment;operational analysis;automation,0
Google,Systems Engineer;Site Reliability Engineering,Technical Infrastructure,Sydney Australia,BA;BS,Computer Science,cloud abstraction tools;Terraform;Spinnaker;Unix;Linux;HPC grids;Gluster;Ceph,Financing;Requirements gathering;Technical Expertise;deployment;operational analysis;automation,3
Google,Mechanical Engineer;Data Center,Technical Infrastructure,Groningen Netherlands,BA;BS,Industrial Engineering,infrastructure systems;AutoCAD;communication skills,Financing;Requirements gathering;Technical Expertise;Design;organizing;deployment;operational analysis;automation;onsite work,0
Google,Firmware Engineer;Verily Life Sciences South San Francisco,Software Engineering,South San Francisco CA United States,BA;BS,Computer Science;Information Technology,AJAX;HTML;CSS;JavaScript;GWT;XUL;Flex;AJAX;XAML;user interface design,Contract Management;analysis;designing;support;interpersonal skills;communication skills;analytical skills;Technical Expertise,2
Google,Display Technology Lead;Consumer Hardware,Hardware Engineering,Mountain View CA United States,MS,Mechanical Engineering ,OLED;MicroLED;fabrication,Industry tools;Industrial Designing;Manufacturing;Supply chain Financing;Technical Expertise;Product operations;Team management,17
Google,Software Test Engineer;Mobile and Web Applications;Verily Life Sciences Mountain View,Software Engineering,Mountain View CA United States,BA;BS,Computer Science;Information Technology,AJAX;HTML;CSS;JavaScript;GWT;XUL;Flex;AJAX;XAML;user interface design,Contract Management;analysis;designing;support;interpersonal skills;communication skills;analytical skills;Technical Expertise,2
Google,iOS Application Developer;Project Baseline;Verily Life Sciences Mountain View,Software Engineering,Mountain View CA United States,BA;BS,Computer Science;Information Technology,AJAX;HTML;CSS;JavaScript;GWT;XUL;Flex;AJAX;XAML;user interface design,Contract Management;analysis;designing;support;interpersonal skills;communication skills;analytical skills;Technical Expertise,1
Google,Software Engineer;English,Software Engineering,MG Brazil,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,1
Google,Technical Writer;University Graduate,Technical Writing,Seattle WA United States,BA;BS,Computer Science;Information Technology,management;HTML;CSS;UNIX;presentation skills,Technical Documentation;Technical Expertise;proofreading;Designing,0
Google,Global Supply Chain Manager;FPCB and PCB;Consumer Hardware,Manufacturing and Supply Chain,Shanghai China,BA;BS,Electrical Engineering;Mechanical Engineering,supply chain management;cable connector;ramp readiness engineering;communication skills;negotiation ,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,3
Google,Global Sourcing and Supply Manager;Camera;Consumer Hardware,Manufacturing and Supply Chain,Xinyi District Taiwan,BA;BS,Industrial Engineering,Statistics tools;Data Analytics;manufacturing;cable connector;moldling;stamping;die casting;supply chain,Industry tools;Designing;Manufacturing;Financing;Technical Expertise;Team management;Requirements gathering,5
Google,Network Engineer;Corporate Network,Network Engineering,Sydney Australia,BA;BS,Computer Science,Juniper;Cisco;architectural skills;Network automation;SDN;NFV;Linux networking;WLANs;network design,Technical Expertise;Deployments;Strategy thinking;communication skills;Team management;Global Campaign Operations,0
Google,Software Engineer,Software Engineering,Bengaluru India,BA;BS,Computer Science;Information Technology,AJAX;HTML;CSS;JavaScript;GWT;XUL;Flex;AJAX;XAML;user interface design,Contract Management;analysis;designing;support;interpersonal skills;communication skills;analytical skills;Technical Expertise,0
Google,Developer Advocate;Partner Engineering,Developer Relations,New York NY United States,MBA,Computer Science,architect;CTO;web;mobile technologies;communication skills;presentation skills,Android;iOS;web;UI devolopment;Operational analysis,0
Google,Network Operations Engineer;Corporate,Network Engineering,Sydney Australia,BA;BS,Electrical Engineering;Mechanical Engineering,Juniper;Cisco;architectural skills;Network automation;SDN;NFV;Linux networking;WLANs;network design,Technical Expertise;Deployments;Strategy thinking;communication skills;Team management;Global Campaign Operations,4
Google,Operations Engineer,Technical Infrastructure,The Dalles United States,BA;BS,Electrical Engineering;Mechanical Engineering,networking;topology;Linux;troubleshooting;interpersonal skills;communication skills,Financing;Requirements gathering;Technical Expertise;Design;organizing;deployment;operational analysis;automation;onsite work,0
Google,Web Solutions Engineer;Product and Tools Operations,Software Engineering,New York NY United States,BA;BS,Computer Science,Java;C;C++;C#;Objective C;Python;JavaScript;AJAX;HTML;CSS;GWT;XUL;Flex;AJAX;XAML;user interface design;UNIX;LINUX;Shell;Perl;Python,Designing;communication skills;Developing;Testing;Technical Expertise;Deployment;documentation;networking;Knowledge on tools,6
Google,Supplier Development Engineering Manager;Mechanical Operations,Hardware Engineering,Mountain View CA United States,BA;BS,Industrial Engineering;Mechanical Engineering,painting;plating;PVD;anodizing;polishing;lapping;sandblasting;press fits,Industry tools;Industrial Designing;Manufacturing;Financing;Technical Expertise;Requirements gathering,10
Google,Head of Government Channels;Google Cloud,Legal and Government Relations,Reston VA United States,MBA,Computer Science,CSuite;cloud technologies,sales;Google Cloud Platform,10
Google,Technical Solutions Consultant;Android Automotive;Android Partner Engineering,Network Engineering,München Germany,BS,Computer Science,Android;Linux kernel;TCP;IP;REST,Android OS;Android API,0
Google,BOLD Intern;Summer 2018,Finance,New York NY United States,BA;BS,Any,Data Analytics;sales;Marketing;Python;SQL,Business Management;Data Management;Data Warehousing,4
Google,MBA Intern;Summer 2018,Business Strategy,Sunnyvale CA United States,BA;BS,Any,project management;Data Management;ETL;Data Analytics,Data Warehousing;management;sales,0
Google,MBA Intern,Administrative,Xinyi District Taiwan,MBA,Any,Sales;Advertising;Consulting;Customer Service;Marketing;Finance;project management,JAVA;C#;HTML;CSS;GIT,0
Google,BOLD Intern;Summer 2018,Finance,Ann Arbor MI United States,BA;BS,Any,Data Analytics;sales;Marketing;Python;SQL,Business Management;Data Management;Data Warehousing,0
Google,MBA Intern KoreanEnglish Bilingual 2018,Business Strategy,Seoul South Korea,MBA,Any,project management;Data Management;ETL;Data Analytics,Data Warehousing;management;sales,0
Google,MBA Intern,Administrative,Singapore,MBA,Any,Sales;Advertising;Consulting;Customer Service;Marketing;Finance;project management,JAVA;C#;HTML;CSS;GIT,0
Google,MBA Intern;Summer 2018,Business Strategy,Ann Arbor MI United States,MBA,Any,project management;Data Management;ETL;Data Analytics,Data Warehousing;management;sales,0
Google,MBA Intern;Summer 2018,Business Strategy,New York NY United States,MBA,Any,project management;Data Management;ETL;Data Analytics,Data Warehousing;management;sales,0
